time;100m_ucomponent_wind;100m_vcomponent_wind;velocità;direzione (RAD);direzione(gradi);potenza prodotta(W);capacity factor
2019-01-07 14:00:00;2,6939638;-11,995652;12,29443402;-1,349883248;-77,34261294;2014126,034;1,342750689
2019-01-07 15:00:00;1,1794116;-12,0304575;12,08813134;-1,473073126;-84,40087302;1914425,771;1,276283847
2019-01-07 16:00:00;-0,09143138;-10,881878;10,8822621;-1,579198298;-90,4813975;1396749,636;0,931166424
2019-01-07 17:00:00;-1,2419428;-9,922552;9,999973006;-1,695312448;-97,13424822;1083820,857;0,722547238
2019-01-07 18:00:00;-1,9685013;-8,740254;8,959187315;-1,792322477;-102,6925135;779411,6117;0,519607741
2019-01-07 19:00:00;-1,998965;-7,6650915;7,921457491;-1,825902484;-104,6165062;538736,3868;0,359157591
2019-01-07 20:00:00;-1,4892063;-6,775377;6,937108108;-1,787152821;-102,396314;361823,199;0,241215466
2019-01-07 21:00:00;-0,5372165;-6,1690006;6,192347695;-1,657660422;-94,97694603;257351,6886;0,171567792
2019-01-07 22:00:00;-0,52198464;-5,0198765;5,046942445;-1,674407525;-95,93648436;139330,4621;0,092886975
2019-01-07 23:00:00;1,199213;-5,02749;5,168536303;-1,336640655;-76,58386826;149645,5251;0,099763683
2019-01-08 00:00:00;2,7853549;-5,003018;5,726114828;-1,06279705;-60,89378544;203489,1136;0,135659409
2019-01-08 01:00:00;3,0036778;-5,031297;5,85969537;-1,032586582;-59,16285316;218065,0863;0,145376724
2019-01-08 02:00:00;2,5655086;-4,6941195;5,349447846;-1,070615964;-61,34177623;165915,857;0,110610571
2019-01-08 03:00:00;2,1136308;-3,8680334;4,407847268;-1,070693888;-61,34624091;92819,80141;0,061879868
2019-01-08 04:00:00;1,4992802;-2,5127957;2,926086695;-1,032837644;-59,1772379;0;0
2019-01-08 05:00:00;0,98698264;-1,0052841;1,408804761;-0,794584155;-45,52631854;0;0
2019-01-08 06:00:00;0,9057463;0,66320264;1,12259258;0,632022366;36,21221416;0;0
2019-01-08 07:00:00;0,95651907;2,4594908;2,638943676;1,199887229;68,74847411;0;0
2019-01-08 08:00:00;0,7427656;3,6428766;3,717828756;1,369658059;78,47562616;55696,66201;0,037131108
2019-01-08 09:00:00;0,40208012;4,6076407;4,625150943;1,483753049;85,01278755;107235,5425;0,071490362
2019-01-08 10:00:00;-0,6869962;5,953633;5,99313855;3,141592654;180;233304,9617;0,155536641
2019-01-08 11:00:00;-0,45699546;7,292012;7,306318078;3,141592654;180;422723,8456;0,281815897
2019-01-08 12:00:00;0,9829208;8,145289;8,204380915;1,450703482;83,11918685;598547,2894;0,399031526
2019-01-08 13:00:00;2,4731023;7,9924717;8,366351586;1,270711704;72,80641764;634701,2526;0,423134168
2019-01-08 14:00:00;3,4027522;7,8978443;8,599689943;1,163984762;66,69141431;689301,782;0,459534521
2019-01-08 15:00:00;4,056706;7,8989325;8,879752148;1,096346613;62,81603381;758863,3053;0,50590887
2019-01-08 16:00:00;4,688827;7,1310368;8,534446935;0,98915008;56,67412491;673731,9894;0,44915466
2019-01-08 17:00:00;5,062515;6,067838;7,902386736;0,875476388;50,16110209;534854,7547;0,356569836
2019-01-08 18:00:00;4,9381213;4,886084;6,946859638;0,780101367;44,69651593;363351,1954;0,24223413
2019-01-08 19:00:00;4,4791355;4,0561914;6,042792691;0,735886476;42,16318925;239152,0495;0,1594347
2019-01-08 20:00:00;3,9054024;3,5047426;5,247417326;0,73138167;41,90508293;156602,1918;0,104401461
2019-01-08 21:00:00;3,6764176;3,2001948;4,874145374;0,716256027;41,03844737;125503,6787;0,083669119
2019-01-08 22:00:00;3,4296615;4,5217147;5,675251698;0,921885673;52,82015825;198114,5641;0,132076376
2019-01-08 23:00:00;2,8919778;4,285146;5,169720673;0,977126142;55,98520402;149748,4225;0,099832282
2019-01-09 00:00:00;2,7630148;3,9691777;4,836178491;0,962680697;55,15754094;122593,6527;0,081729102
2019-01-09 01:00:00;2,4070976;3,585774;4,318783861;0,979599132;56,12689588;87306,26928;0,05820418
2019-01-09 02:00:00;2,6411602;2,66778;3,754034807;0,790412267;45,28728698;57339,76469;0,03822651
2019-01-09 03:00:00;2,5690627;-0,48374605;2,614209899;-0,186117489;-10,66374662;0;0
2019-01-09 04:00:00;1,5206046;-3,9289432;4,212936389;-1,201523905;-68,84224876;81043,04061;0,054028694
2019-01-09 05:00:00;0,3807556;-6,596999;6,607977802;-1,513143801;-86,69675361;312727,9857;0,208485324
2019-01-09 06:00:00;-0,17114466;-7,251233;7,253252409;-1,594394092;-91,35205233;413579,8718;0,275719915
2019-01-09 07:00:00;0,11013663;-7,722194;7,722979364;-1,556534944;-89,18288297;499247,2076;0,332831472
2019-01-09 08:00:00;0,29799598;-7,3273697;7,333426779;-1,530149838;-87,67112773;427446,6342;0,284964423
2019-01-09 09:00:00;0,8925453;-7,0222783;7,078773173;-1,444372253;-82,75643416;384445,7024;0,256297135
2019-01-09 10:00:00;0,6056791;-6,886863;6,913445534;-1,483075004;-84,97393845;358133,262;0,238755508
2019-01-09 11:00:00;0,704686;-6,6611714;6,698342092;-1,465398248;-83,96113489;325733,925;0,21715595
2019-01-09 12:00:00;1,1423473;-7,2409;7,330456341;-1,414322824;-81,03472869;426927,4269;0,284618285
2019-01-09 13:00:00;0,8768057;-7,7673326;7,816664503;-1,458388418;-83,55950124;517637,1504;0,345091434
2019-01-09 14:00:00;1,3616858;-8,268749;8,380119226;-1,407582631;-80,64854405;637839,7984;0,425226532
2019-01-09 15:00:00;2,8406973;-9,135623;9,567087788;-1,269326643;-72,72705947;949074,4866;0,632716324
2019-01-09 16:00:00;3,5124214;-9,192182;9,840391964;-1,205807159;-69,0876611;1032757,16;0,688504773
2019-01-09 17:00:00;3,6713402;-8,63475;9,382837866;-1,168771541;-66,96567652;895289,8419;0,596859895
2019-01-09 18:00:00;4,0927544;-7,614515;8,644736969;-1,077605501;-61,74224718;700190,7551;0,466793837
2019-01-09 19:00:00;5,300639;-6,735677;8,57123786;-0,904063695;-51,79903413;682482,7257;0,454988484
2019-01-09 20:00:00;5,5128694;-6,834655;8,780901889;-0,89204068;-51,1101661;733801,1627;0,489200775
2019-01-09 21:00:00;5,6113687;-7,438312;9,317507397;-0,924493203;-52,96955873;876718,6799;0,58447912
2019-01-09 22:00:00;5,3783216;-6,9950867;8,823694304;-0,91532656;-52,44434875;744581,7413;0,496387828
2019-01-09 23:00:00;5,207725;-7,0603466;8,773191767;-0,935277342;-53,58744436;731869,9043;0,48791327
2019-01-10 00:00:00;4,5426016;-7,406226;8,68834926;-1,020619134;-58,47716887;710841,596;0,473894397
2019-01-10 01:00:00;3,980039;-7,494871;8,486094611;-1,082630049;-62,03013259;662345,5602;0,441563707
2019-01-10 02:00:00;4,2572584;-7,618322;8,727146107;-1,061207982;-60,80273854;720406,731;0,480271154
2019-01-10 03:00:00;3,7287133;-8,356307;9,150473734;-1,151094088;-65,95283304;830408,4457;0,55360563
2019-01-10 04:00:00;2,2659492;-8,131159;8,440987647;-1,299016893;-74,42818549;651839,7121;0,434559808
2019-01-10 05:00:00;0,35486144;-7,696634;7,704810288;-1,524722899;-87,36018705;495731,9048;0,330487937
2019-01-10 06:00:00;-1,1424282;-7,8646793;7,947221067;-1,715047993;-98,26501169;544010,0251;0,36267335
2019-01-10 07:00:00;-1,1358277;-8,088739;8,168096668;-1,710305016;-97,99325908;590641,0508;0,393760701
2019-01-10 08:00:00;-0,32193983;-8,703274;8,709226348;-1,607770127;-92,1184427;715978,1265;0,477318751
2019-01-10 09:00:00;1,4612005;-9,834451;9,942410843;-1,423295643;-81,54883332;1065212,213;0,710141475
2019-01-10 10:00:00;4,390283;-9,425487;10,39780698;-1,134890571;-65,02443994;1218389,857;0,812259905
2019-01-10 11:00:00;5,0843472;-9,213935;10,52364883;-1,066564066;-61,10961957;1263164,941;0,84210996
2019-01-10 12:00:00;5,5499334;-9,170428;10,71907228;-1,026562835;-58,81771787;1334850,471;0,889900314
2019-01-10 13:00:00;5,1483207;-9,76484;11,03889969;-1,085602438;-62,20043794;1457935,737;0,971957158
2019-01-10 14:00:00;4,476089;-9,905149;10,86956068;-1,146367493;-65,68201913;1391864,621;0,927909747
2019-01-10 15:00:00;4,2958455;-8,7739725;9,769180211;-1,115493298;-63,91305807;1010497,828;0,673665219
2019-01-10 16:00:00;3,9130185;-7,6667233;8,60757573;-1,09887135;-62,96069061;691199,7595;0,46079984
2019-01-10 17:00:00;3,1646276;-6,922756;7,611794695;-1,142025571;-65,4332453;477993,7515;0,318662501
2019-01-10 18:00:00;1,8480892;-5,8921885;6,175218135;-1,266863454;-72,58592913;255221,8964;0,170147931
2019-01-10 19:00:00;0,9164085;-5,073716;5,155812117;-1,392104072;-79,76168799;148543,0271;0,099028685
2019-01-10 20:00:00;0,39040238;-4,6065617;4,623075244;-1,486249167;-85,15580457;107091,2302;0,071394153
2019-01-10 21:00:00;0,33455235;-4,602755;4,614897492;-1,498238685;-85,84275336;106523,9342;0,071015956
