time;P;G(i);H_sun;T2m;WS10m;Int;capacity factor
20190709:2010;0;0;0;0;0;0;0
20190709:2110;0;0;0;0;0;0;0
20190709:2210;0;0;0;0;0;0;0
20190709:2310;0;0;0;0;0;0;0
20190710:0010;0;0;0;0;0;0;0
20190710:0110;0;0;0;0;0;0;0
20190710:0210;0;0;0;0;0;0;0
20190710:0310;0;0;0;0;0;0;0
20190710:0410;0;3,48;5,57;0;0;0;0
20190710:0510;21640;37,87;15,98;0;0;0;0,02164
20190710:0610;33700;52,65;26,89;0;0;0;0,0337
20190710:0710;141810;174,56;38;0;0;0;0,14181
20190710:0810;457270;536,91;48,97;0;0;0;0,45727
20190710:0910;487950;575,68;59,2;0;0;0;0,48795
20190710:1010;307260;361,49;67,27;0;0;0;0,30726
20190710:1110;301980;355,44;70,08;0;0;0;0,30198
20190710:1210;51840;73,9;65,68;0;0;0;0,05184
20190710:1310;46250;67,43;56,88;0;0;0;0,04625
20190710:1410;36800;56,35;46,39;0;0;0;0,0368
20190710:1510;32160;50,8;35,34;0;0;0;0,03216
20190710:1610;14490;28,64;24,26;0;0;0;0,01449
20190710:1710;5430;15,7;13,44;0;0;0;0,00543
20190710:1810;2300;10,43;3,19;0;0;0;0,0023
20190710:1910;0;0;0;0;0;0;0
20190710:2010;0;0;0;0;0;0;0
20190710:2110;0;0;0;0;0;0;0
20190710:2210;0;0;0;0;0;0;0
20190710:2310;0;0;0;0;0;0;0
20190711:0010;0;0;0;0;0;0;0
20190711:0110;0;0;0;0;0;0;0
20190711:0210;0;0;0;0;0;0;0
20190711:0310;0;0;0;0;0;0;0
20190711:0410;13870;27,81;5,46;0;0;0;0,01387
20190711:0510;48580;93,67;15,88;0;0;0;0,04858
20190711:0610;236850;303,33;26,78;0;0;0;0,23685
20190711:0710;445090;525,87;37,89;0;0;0;0,44509
20190711:0810;607560;723,72;48,86;0;0;0;0,60756
20190711:0910;723410;880,78;59,08;0;0;0;0,72341
20190711:1010;790720;979,1;67,14;0;0;0;0,79072
20190711:1110;805110;1001,21;69,95;0;0;0;0,80511
20190711:1210;782820;966,96;65,58;0;0;0;0,78282
20190711:1310;700770;848,97;56,81;0;0;0;0,70077
20190711:1410;533790;630,86;46,33;0;0;0;0,53379
20190711:1510;282340;333,72;35,29;0;0;0;0,28234
20190711:1610;152650;190,67;24,21;0;0;0;0,15265
20190711:1710;59330;83,4;13,39;0;0;0;0,05933
20190711:1810;4310;13,91;3,12;0;0;0;0,00431
20190711:1910;0;0;0;0;0;0;0
20190711:2010;0;0;0;0;0;0;0
20190711:2110;0;0;0;0;0;0;0
20190711:2210;0;0;0;0;0;0;0
20190711:2310;0;0;0;0;0;0;0
20190712:0010;0;0;0;0;0;0;0
20190712:0110;0;0;0;0;0;0;0
20190712:0210;0;0;0;0;0;0;0
20190712:0310;0;0;0;0;0;0;0
20190712:0410;4840;14,77;5,34;0;0;0;0,00484
20190712:0510;32160;50,8;15,77;0;0;0;0,03216
20190712:0610;182650;224,35;26,68;0;0;0;0,18265
20190712:0710;407010;479,43;37,79;0;0;0;0,40701
20190712:0810;578420;685,95;48,75;0;0;0;0,57842
20190712:0910;648970;780,46;58,96;0;0;0;0,64897
20190712:1010;616540;740,33;67;0;0;0;0,61654
20190712:1110;493420;583,95;69,82;0;0;0;0,49342
20190712:1210;671750;813,12;65,48;0;0;0;0,67175
20190712:1310;236450;280,47;56,74;0;0;0;0,23645
20190712:1410;205180;245,16;46,27;0;0;0;0,20518
20190712:1510;106870;135,79;35,24;0;0;0;0,10687
20190712:1610;76250;101,61;24,15;0;0;0;0,07625
20190712:1710;33700;52,65;13,32;0;0;0;0,0337
20190712:1810;4310;13,91;3,05;0;0;0;0,00431
20190712:1910;0;0;0;0;0;0;0
20190712:2010;0;0;0;0;0;0;0
20190712:2110;0;0;0;0;0;0;0
20190712:2210;0;0;0;0;0;0;0
20190712:2310;0;0;0;0;0;0;0
20190713:0010;0;0;0;0;0;0;0
20190713:0110;0;0;0;0;0;0;0
20190713:0210;0;0;0;0;0;0;0
20190713:0310;0;0;0;0;0;0;0
20190713:0410;12590;26,07;5,22;0;0;0;0,01259
20190713:0510;56940;96,89;15,66;0;0;0;0,05694
20190713:0610;224160;284,97;26,57;0;0;0;0,22416
20190713:0710;419060;493,94;37,68;0;0;0;0,41906
20190713:0810;584420;693,1;48,64;0;0;0;0,58442
20190713:0910;695630;841,58;58,84;0;0;0;0,69563
20190713:1010;539680;641,3;66,87;0;0;0;0,53968
20190713:1110;118510;148,72;69,68;0;0;0;0,11851
20190713:1210;389640;457,77;65,38;0;0;0;0,38964
20190713:1310;118510;148,72;56,66;0;0;0;0,11851
20190713:1410;128500;159,8;46,21;0;0;0;0,1285
20190713:1510;57480;80,36;35,18;0;0;0;0,05748
20190713:1610;22370;38,8;24,08;0;0;0;0,02237
20190713:1710;50860;73,14;13,25;0;0;0;0,05086
20190713:1810;3280;12,17;2,97;0;0;0;0,00328
20190713:1910;0;0;0;0;0;0;0
20190713:2010;0;0;0;0;0;0;0
20190713:2110;0;0;0;0;0;0;0
20190713:2210;0;0;0;0;0;0;0
20190713:2310;0;0;0;0;0;0;0
20190714:0010;0;0;0;0;0;0;0
20190714:0110;0;0;0;0;0;0;0
20190714:0210;0;0;0;0;0;0;0
20190714:0310;0;0;0;0;0;0;0
20190714:0410;13230;26,94;5,1;0;0;0;0,01323
20190714:0510;50450;93,18;15,54;0;0;0;0,05045
20190714:0610;230900;294,94;26,46;0;0;0;0,2309
20190714:0710;436440;515,23;37,57;0;0;0;0,43644
20190714:0810;602920;717,31;48,52;0;0;0;0,60292
20190714:0910;719940;875,51;58,71;0;0;0;0,71994
20190714:1010;787540;973,95;66,72;0;0;0;0,78754
20190714:1110;806360;1002,4;69,54;0;0;0;0,80636
20190714:1210;776800;957,96;65,27;0;0;0;0,7768
20190714:1310;698230;845,07;56,58;0;0;0;0,69823
20190714:1410;572910;679;46,14;0;0;0;0,57291
20190714:1510;394980;468,91;35,11;0;0;0;0,39498
20190714:1610;183770;247,44;24,02;0;0;0;0,18377
20190714:1710;25690;49,21;13,18;0;0;0;0,02569
20190714:1810;3790;13,04;2,89;0;0;0;0,00379
20190714:1910;0;0;0;0;0;0;0
20190714:2010;0;0;0;0;0;0;0
20190714:2110;0;0;0;0;0;0;0
20190714:2210;0;0;0;0;0;0;0
20190714:2310;0;0;0;0;0;0;0
20190715:0010;0;0;0;0;0;0;0
20190715:0110;0;0;0;0;0;0;0
20190715:0210;0;0;0;0;0;0;0
20190715:0310;0;0;0;0;0;0;0
20190715:0410;2300;10,43;4,98;0;0;0;0,0023
20190715:0510;70960;104,42;15,42;0;0;0;0,07096
20190715:0610;221000;278,68;26,34;0;0;0;0,221
20190715:0710;275670;325,07;37,46;0;0;0;0,27567
20190715:0810;522290;616,32;48,41;0;0;0;0,52229
20190715:0910;412410;484,4;58,58;0;0;0;0,41241
20190715:1010;622110;747,66;66,57;0;0;0;0,62211
20190715:1110;429740;506,1;69,39;0;0;0;0,42974
20190715:1210;618500;742,61;65,15;0;0;0;0,6185
20190715:1310;108530;137,63;56,49;0;0;0;0,10853
20190715:1410;171810;207,91;46,06;0;0;0;0,17181
20190715:1510;185990;223,84;35,04;0;0;0;0,18599
20190715:1610;82470;108,69;23,94;0;0;0;0,08247
20190715:1710;39040;59,05;13,1;0;0;0;0,03904
20190715:1810;0;4,35;2,8;0;0;0;0
20190715:1910;0;0;0;0;0;0;0
20190715:2010;0;0;0;0;0;0;0
20190715:2110;0;0;0;0;0;0;0
20190715:2210;0;0;0;0;0;0;0
20190715:2310;0;0;0;0;0;0;0
20190716:0010;0;0;0;0;0;0;0
20190716:0110;0;0;0;0;0;0;0
20190716:0210;0;0;0;0;0;0;0
20190716:0310;0;0;0;0;0;0;0
20190716:0410;2300;10,43;4,85;0;0;0;0,0023
20190716:0510;40720;60,97;15,3;0;0;0;0,04072
20190716:0610;107710;136,95;26,23;0;0;0;0,10771
20190716:0710;120180;150,57;37,34;0;0;0;0,12018
20190716:0810;101050;129,32;48,28;0;0;0;0,10105
20190716:0910;541600;642,56;58,45;0;0;0;0,5416
20190716:1010;611280;733,58;66,42;0;0;0;0,61128
20190716:1110;753790;927,41;69,23;0;0;0;0,75379
20190716:1210;736700;901,76;65,02;0;0;0;0,7367
20190716:1310;675820;815,01;56,39;0;0;0;0,67582
20190716:1410;557100;659,05;45,98;0;0;0;0,5571
20190716:1510;383180;454,22;34,96;0;0;0;0,38318
20190716:1610;181960;242,32;23,86;0;0;0;0,18196
20190716:1710;33940;58,1;13,01;0;0;0;0,03394
20190716:1810;2780;11,3;2,7;0;0;0;0,00278
20190716:1910;0;0;0;0;0;0;0
20190716:2010;0;0;0;0;0;0;0
20190716:2110;0;0;0;0;0;0;0
20190716:2210;0;0;0;0;0;0;0
20190716:2310;0;0;0;0;0;0;0
20190717:0010;0;0;0;0;0;0;0
20190717:0110;0;0;0;0;0;0;0
20190717:0210;0;0;0;0;0;0;0
20190717:0310;0;0;0;0;0;0;0
20190717:0410;11320;24,33;4,72;0;0;0;0,01132
20190717:0510;53290;94,15;15,18;0;0;0;0,05329
20190717:0610;230550;294,49;26,11;0;0;0;0,23055
20190717:0710;437230;516,26;37,22;0;0;0;0,43723
20190717:0810;603850;718,71;48,16;0;0;0;0,60385
20190717:0910;717900;873,16;58,31;0;0;0;0,7179
20190717:1010;785530;971,6;66,26;0;0;0;0,78553
20190717:1110;808790;1006,47;69,06;0;0;0;0,80879
20190717:1210;779330;962,04;64,89;0;0;0;0,77933
20190717:1310;700880;849,05;56,29;0;0;0;0,70088
20190717:1410;575760;682,81;45,89;0;0;0;0,57576
20190717:1510;396200;470,15;34,88;0;0;0;0,3962
20190717:1610;185310;248,46;23,78;0;0;0;0,18531
20190717:1710;32050;56,17;12,92;0;0;0;0,03205
20190717:1810;2780;11,3;2,6;0;0;0;0,00278
20190717:1910;0;0;0;0;0;0;0
20190717:2010;0;0;0;0;0;0;0
20190717:2110;0;0;0;0;0;0;0
20190717:2210;0;0;0;0;0;0;0
20190717:2310;0;0;0;0;0;0;0
20190718:0010;0;0;0;0;0;0;0
20190718:0110;0;0;0;0;0;0;0
20190718:0210;0;0;0;0;0;0;0
20190718:0310;0;0;0;0;0;0;0
20190718:0410;10700;23,46;4,59;0;0;0;0,0107
20190718:0510;50410;91,54;15,05;0;0;0;0,05041
20190718:0610;228550;291,69;25,99;0;0;0;0,22855
20190718:0710;431600;509,37;37,1;0;0;0;0,4316
20190718:0810;596100;708,84;48,04;0;0;0;0,5961
20190718:0910;716160;870,69;58,17;0;0;0;0,71616
20190718:1010;783870;969,12;66,09;0;0;0;0,78387
20190718:1110;802810;997,64;68,89;0;0;0;0,80281
20190718:1210;773980;954,39;64,75;0;0;0;0,77398
20190718:1310;696190;842,7;56,18;0;0;0;0,69619
20190718:1410;568280;673,32;45,8;0;0;0;0,56828
20190718:1510;383020;453,84;34,79;0;0;0;0,38302
20190718:1610;181630;236,21;23,69;0;0;0;0,18163
20190718:1710;33060;57,2;12,83;0;0;0;0,03306
20190718:1810;1840;9,56;2,5;0;0;0;0,00184
20190718:1910;0;0;0;0;0;0;0
20190718:2010;0;0;0;0;0;0;0
20190718:2110;0;0;0;0;0;0;0
20190718:2210;0;0;0;0;0;0;0
20190718:2310;0;0;0;0;0;0;0
20190719:0010;0;0;0;0;0;0;0
20190719:0110;0;0;0;0;0;0;0
20190719:0210;0;0;0;0;0;0;0
20190719:0310;0;0;0;0;0;0;0
20190719:0410;6510;17,38;4,45;0;0;0;0,00651
20190719:0510;61480;97,89;14,93;0;0;0;0,06148
20190719:0610;222100;281,63;25,87;0;0;0;0,2221
20190719:0710;418910;493,84;36,98;0;0;0;0,41891
20190719:0810;588290;698,51;47,91;0;0;0;0,58829
20190719:0910;704050;853,75;58,03;0;0;0;0,70405
20190719:1010;771300;950,69;65,93;0;0;0;0,7713
20190719:1110;794160;984,51;68,72;0;0;0;0,79416
20190719:1210;765220;941,39;64,6;0;0;0;0,76522
20190719:1310;680990;821,9;56,06;0;0;0;0,68099
20190719:1410;539470;637,25;45,7;0;0;0;0,53947
20190719:1510;387720;459,65;34,7;0;0;0;0,38772
20190719:1610;181750;241,94;23,59;0;0;0;0,18175
20190719:1710;38170;62,38;12,73;0;0;0;0,03817
20190719:1810;1840;9,56;2,38;0;0;0;0,00184
20190719:1910;0;0;0;0;0;0;0
20190719:2010;0;0;0;0;0;0;0
20190719:2110;0;0;0;0;0;0;0
20190719:2210;0;0;0;0;0;0;0
20190719:2310;0;0;0;0;0;0;0
20190720:0010;0;0;0;0;0;0;0
20190720:0110;0;0;0;0;0;0;0
20190720:0210;0;0;0;0;0;0;0
20190720:0310;0;0;0;0;0;0;0
20190720:0410;7670;19,12;4,31;0;0;0;0,00767
20190720:0510;52280;91,85;14,8;0;0;0;0,05228
20190720:0610;226260;289,19;25,74;0;0;0;0,22626
20190720:0710;431640;509,35;36,85;0;0;0;0,43164
20190720:0810;598480;711,57;47,78;0;0;0;0,59848
20190720:0910;712780;865,87;57,88;0;0;0;0,71278
20190720:1010;780680;964,31;65,75;0;0;0;0,78068
20190720:1110;803440;998,23;68,54;0;0;0;0,80344
20190720:1210;770790;949,64;64,45;0;0;0;0,77079
20190720:1310;696690;843,1;55,94;0;0;0;0,69669
20190720:1410;568540;673,44;45,59;0;0;0;0,56854
20190720:1510;394410;467,82;34,6;0;0;0;0,39441
20190720:1610;183590;245,71;23,49;0;0;0;0,18359
20190720:1710;30980;54,8;12,62;0;0;0;0,03098
20190720:1810;1840;9,56;2,27;0;0;0;0,00184
20190720:1910;0;0;0;0;0;0;0
20190720:2010;0;0;0;0;0;0;0
20190720:2110;0;0;0;0;0;0;0
20190720:2210;0;0;0;0;0;0;0
20190720:2310;0;0;0;0;0;0;0
20190721:0010;0;0;0;0;0;0;0
20190721:0110;0;0;0;0;0;0;0
20190721:0210;0;0;0;0;0;0;0
20190721:0310;0;0;0;0;0;0;0
20190721:0410;7090;18,25;4,17;0;0;0;0,00709
20190721:0510;51510;90,71;14,67;0;0;0;0,05151
20190721:0610;224870;287,13;25,62;0;0;0;0,22487
20190721:0710;428650;505,69;36,73;0;0;0;0,42865
20190721:0810;594480;706,48;47,64;0;0;0;0,59448
20190721:0910;711170;863,52;57,73;0;0;0;0,71117
20190721:1010;779130;961,97;65,58;0;0;0;0,77913
20190721:1110;798810;991,59;68,35;0;0;0;0,79881
20190721:1210;769960;948,4;64,29;0;0;0;0,76996
20190721:1310;692020;836,77;55,81;0;0;0;0,69202
20190721:1410;562430;665,82;45,48;0;0;0;0,56243
20190721:1510;389930;462,25;34,49;0;0;0;0,38993
20190721:1610;182440;242,55;23,39;0;0;0;0,18244
20190721:1710;33930;57,75;12,51;0;0;0;0,03393
20190721:1810;0;0;0;0;0;0;0
20190721:1910;0;0;0;0;0;0;0
20190721:2010;0;0;0;0;0;0;0
20190721:2110;0;0;0;0;0;0;0
20190721:2210;0;0;0;0;0;0;0
20190721:2310;0;0;0;0;0;0;0
20190722:0010;0;0;0;0;0;0;0
20190722:0110;0;0;0;0;0;0;0
20190722:0210;0;0;0;0;0;0;0
20190722:0310;0;0;0;0;0;0;0
20190722:0410;5950;16,51;4,03;0;0;0;0,00595
20190722:0510;57580;93,59;14,53;0;0;0;0,05758
20190722:0610;218490;277,78;25,49;0;0;0;0,21849
20190722:0710;416390;490,69;36,6;0;0;0;0,41639
20190722:0810;581370;689,36;47,51;0;0;0;0,58137
20190722:0910;697500;844,44;57,58;0;0;0;0,6975
20190722:1010;761100;935,85;65,39;0;0;0;0,7611
20190722:1110;772320;953,04;68,15;0;0;0;0,77232
20190722:1210;747960;916,93;64,13;0;0;0;0,74796
20190722:1310;675150;813,75;55,68;0;0;0;0,67515
20190722:1410;547050;646,2;45,37;0;0;0;0,54705
20190722:1510;375980;445,16;34,38;0;0;0;0,37598
20190722:1610;176080;228,89;23,28;0;0;0;0,17608
20190722:1710;32860;56,35;12,39;0;0;0;0,03286
20190722:1810;0;0;0;0;0;0;0
20190722:1910;0;0;0;0;0;0;0
20190722:2010;0;0;0;0;0;0;0
20190722:2110;0;0;0;0;0;0;0
20190722:2210;0;0;0;0;0;0;0
20190722:2310;0;0;0;0;0;0;0
20190723:0010;0;0;0;0;0;0;0
20190723:0110;0;0;0;0;0;0;0
20190723:0210;0;0;0;0;0;0;0
20190723:0310;0;0;0;0;0;0;0
20190723:0410;4840;14,77;3,89;0;0;0;0,00484
20190723:0510;52200;89,82;14,4;0;0;0;0,0522
20190723:0610;220540;281,26;25,36;0;0;0;0,22054
20190723:0710;420230;495,35;36,47;0;0;0;0,42023
20190723:0810;574810;681,27;47,37;0;0;0;0,57481
20190723:0910;704250;853,71;57,42;0;0;0;0,70425
20190723:1010;775630;956,41;65,21;0;0;0;0,77563
20190723:1110;795430;986,06;67,95;0;0;0;0,79543
20190723:1210;762590;937,47;63,96;0;0;0;0,76259
20190723:1310;685120;827,11;55,54;0;0;0;0,68512
20190723:1410;558300;660,24;45,25;0;0;0;0,5583
20190723:1510;386320;457,78;34,27;0;0;0;0,38632
20190723:1610;180170;240,09;23,16;0;0;0;0,18017
20190723:1710;30310;53,53;12,27;0;0;0;0,03031
20190723:1810;0;0;0;0;0;0;0
20190723:1910;0;0;0;0;0;0;0
20190723:2010;0;0;0;0;0;0;0
20190723:2110;0;0;0;0;0;0;0
20190723:2210;0;0;0;0;0;0;0
20190723:2310;0;0;0;0;0;0;0
20190724:0010;0;0;0;0;0;0;0
20190724:0110;0;0;0;0;0;0;0
20190724:0210;0;0;0;0;0;0;0
20190724:0310;0;0;0;0;0;0;0
20190724:0410;5390;15,64;3,74;0;0;0;0,00539
20190724:0510;47150;85,9;14,26;0;0;0;0,04715
20190724:0610;221230;283,43;25,22;0;0;0;0,22123
20190724:0710;425140;501,27;36,34;0;0;0;0,42514
20190724:0810;592550;703,49;47,23;0;0;0;0,59255
20190724:0910;707340;857,8;57,26;0;0;0;0,70734
20190724:1010;775580;956,36;65,02;0;0;0;0,77558
20190724:1110;798570;990,44;67,75;0;0;0;0,79857
20190724:1210;765730;941,77;63,78;0;0;0;0,76573
20190724:1310;688210;831,15;55,4;0;0;0;0,68821
20190724:1410;561210;663,84;45,12;0;0;0;0,56121
20190724:1510;386180;457,57;34,15;0;0;0;0,38618
20190724:1610;179780;240,39;23,04;0;0;0;0,17978
20190724:1710;31260;54,41;12,14;0;0;0;0,03126
20190724:1810;0;0;0;0;0;0;0
20190724:1910;0;0;0;0;0;0;0
20190724:2010;0;0;0;0;0;0;0
20190724:2110;0;0;0;0;0;0;0
20190724:2210;0;0;0;0;0;0;0
20190724:2310;0;0;0;0;0;0;0
20190725:0010;0;0;0;0;0;0;0
20190725:0110;0;0;0;0;0;0;0
20190725:0210;0;0;0;0;0;0;0
20190725:0310;0;0;0;0;0;0;0
20190725:0410;5390;15,64;3,59;0;0;0;0,00539
20190725:0510;48440;86,82;14,12;0;0;0;0,04844
20190725:0610;221820;283,75;25,09;0;0;0;0,22182
20190725:0710;427350;503,99;36,2;0;0;0;0,42735
20190725:0810;594700;706,48;47,08;0;0;0;0,5947
20190725:0910;713280;866,2;57,1;0;0;0;0,71328
20190725:1010;778210;960,62;64,82;0;0;0;0,77821
20190725:1110;801170;994,77;67,54;0;0;0;0,80117
20190725:1210;772270;951,46;63,6;0;0;0;0,77227
20190725:1310;694180;839,48;55,25;0;0;0;0,69418
20190725:1410;563400;666,8;44,99;0;0;0;0,5634
20190725:1510;392060;464,73;34,02;0;0;0;0,39206
20190725:1610;181460;243,13;22,91;0;0;0;0,18146
20190725:1710;30260;53,24;12;0;0;0;0,03026
20190725:1810;0;0;0;0;0;0;0
20190725:1910;0;0;0;0;0;0;0
20190725:2010;0;0;0;0;0;0;0
20190725:2110;0;0;0;0;0;0;0
20190725:2210;0;0;0;0;0;0;0
20190725:2310;0;0;0;0;0;0;0
20190726:0010;0;0;0;0;0;0;0
20190726:0110;0;0;0;0;0;0;0
20190726:0210;0;0;0;0;0;0;0
20190726:0310;0;0;0;0;0;0;0
20190726:0410;3790;13,04;3,44;0;0;0;0,00379
20190726:0510;48450;86,1;13,98;0;0;0;0,04845
20190726:0610;219060;279,82;24,95;0;0;0;0,21906
20190726:0710;420710;495,84;36,06;0;0;0;0,42071
20190726:0810;586930;696,45;46,94;0;0;0;0,58693
20190726:0910;704120;853,49;56,93;0;0;0;0,70412
20190726:1010;772440;952;64,62;0;0;0;0,77244
20190726:1110;791610;980,6;67,32;0;0;0;0,79161
20190726:1210;759350;932,98;63,41;0;0;0;0,75935
20190726:1310;681790;822,67;55,09;0;0;0;0,68179
20190726:1410;555640;656,89;44,85;0;0;0;0,55564
20190726:1510;382700;453,23;33,89;0;0;0;0,3827
20190726:1610;178510;237,96;22,78;0;0;0;0,17851
20190726:1710;37260;60,39;11,86;0;0;0;0,03726
20190726:1810;0;0;0;0;0;0;0
20190726:1910;0;0;0;0;0;0;0
20190726:2010;0;0;0;0;0;0;0
20190726:2110;0;0;0;0;0;0;0
20190726:2210;0;0;0;0;0;0;0
20190726:2310;0;0;0;0;0;0;0
20190727:0010;0;0;0;0;0;0;0
20190727:0110;0;0;0;0;0;0;0
20190727:0210;0;0;0;0;0;0;0
20190727:0310;0;0;0;0;0;0;0
20190727:0410;3280;12,17;3,28;0;0;0;0,00328
20190727:0510;49140;86,31;13,83;0;0;0;0,04914
20190727:0610;220240;281,4;24,81;0;0;0;0,22024
20190727:0710;424290;500,22;35,93;0;0;0;0,42429
20190727:0810;590760;701,43;46,79;0;0;0;0,59076
20190727:0910;708660;859,92;56,76;0;0;0;0,70866
20190727:1010;773660;954,14;64,42;0;0;0;0,77366
20190727:1110;635710;766,17;67,1;0;0;0;0,63571
20190727:1210;736870;902,08;63,21;0;0;0;0,73687
20190727:1310;609610;728,57;54,92;0;0;0;0,60961
20190727:1410;537000;634,02;44,7;0;0;0;0,537
20190727:1510;358090;423,25;33,75;0;0;0;0,35809
20190727:1610;177920;234,03;22,64;0;0;0;0,17792
20190727:1710;48050;70,28;11,72;0;0;0;0,04805
20190727:1810;0;0;0;0;0;0;0
20190727:1910;0;0;0;0;0;0;0
20190727:2010;0;0;0;0;0;0;0
20190727:2110;0;0;0;0;0;0;0
20190727:2210;0;0;0;0;0;0;0
20190727:2310;0;0;0;0;0;0;0
20190728:0010;0;0;0;0;0;0;0
20190728:0110;0;0;0;0;0;0;0
20190728:0210;0;0;0;0;0;0;0
20190728:0310;0;0;0;0;0;0;0
20190728:0410;4310;13,91;3,13;0;0;0;0,00431
20190728:0510;6020;16,63;13,69;0;0;0;0,00602
20190728:0610;15190;29,56;24,67;0;0;0;0,01519
20190728:0710;72960;97,91;35,78;0;0;0;0,07296
20190728:0810;573070;679,11;46,64;0;0;0;0,57307
20190728:0910;662710;798,53;56,59;0;0;0;0,66271
20190728:1010;84490;110,85;64,21;0;0;0;0,08449
20190728:1110;609160;731,04;66,87;0;0;0;0,60916
20190728:1210;573050;683,53;63,01;0;0;0;0,57305
20190728:1310;669330;806,32;54,75;0;0;0;0,66933
20190728:1410;345350;404,37;44,55;0;0;0;0,34535
20190728:1510;332920;393,07;33,61;0;0;0;0,33292
20190728:1610;175020;229,09;22,49;0;0;0;0,17502
20190728:1710;20180;36,03;11,57;0;0;0;0,02018
20190728:1810;0;0;0;0;0;0;0
20190728:1910;0;0;0;0;0;0;0
20190728:2010;0;0;0;0;0;0;0
20190728:2110;0;0;0;0;0;0;0
20190728:2210;0;0;0;0;0;0;0
20190728:2310;0;0;0;0;0;0;0
20190729:0010;0;0;0;0;0;0;0
20190729:0110;0;0;0;0;0;0;0
20190729:0210;0;0;0;0;0;0;0
20190729:0310;0;0;0;0;0;0;0
20190729:0410;1840;9,56;2,97;0;0;0;0,00184
20190729:0510;59080;89,81;13,54;0;0;0;0,05908
20190729:0610;212590;270,71;24,53;0;0;0;0,21259
20190729:0710;362340;425,81;35,64;0;0;0;0,36234
20190729:0810;396030;463,5;46,49;0;0;0;0,39603
20190729:0910;325040;381,53;56,41;0;0;0;0,32504
20190729:1010;465730;549,1;64;0;0;0;0,46573
20190729:1110;771660;951,67;66,64;0;0;0;0,77166
20190729:1210;751380;921,25;62,8;0;0;0;0,75138
20190729:1310;680820;820,76;54,58;0;0;0;0,68082
20190729:1410;550880;650,53;44,39;0;0;0;0,55088
20190729:1510;377460;446,83;33,46;0;0;0;0,37746
20190729:1610;174140;232,12;22,35;0;0;0;0,17414
20190729:1710;34500;56,74;11,41;0;0;0;0,0345
20190729:1810;0;0;0;0;0;0;0
20190729:1910;0;0;0;0;0;0;0
20190729:2010;0;0;0;0;0;0;0
20190729:2110;0;0;0;0;0;0;0
20190729:2210;0;0;0;0;0;0;0
20190729:2310;0;0;0;0;0;0;0
20190730:0010;0;0;0;0;0;0;0
20190730:0110;0;0;0;0;0;0;0
20190730:0210;0;0;0;0;0;0;0
20190730:0310;0;0;0;0;0;0;0
20190730:0410;1840;9,56;2,81;0;0;0;0,00184
20190730:0510;51570;85,98;13,39;0;0;0;0,05157
20190730:0610;215000;273,82;24,39;0;0;0;0,215
20190730:0710;413130;486,55;35,5;0;0;0;0,41313
20190730:0810;557930;659,99;46,33;0;0;0;0,55793
20190730:0910;699620;847,37;56,23;0;0;0;0,69962
20190730:1010;768120;945,89;63,79;0;0;0;0,76812
20190730:1110;787320;974,48;66,4;0;0;0;0,78732
20190730:1210;762280;936,95;62,59;0;0;0;0,76228
20190730:1310;687790;830,49;54,4;0;0;0;0,68779
20190730:1410;553930;654,61;44,23;0;0;0;0,55393
20190730:1510;383700;454,41;33,3;0;0;0;0,3837
20190730:1610;175960;234,75;22,19;0;0;0;0,17596
20190730:1710;32490;54,41;11,25;0;0;0;0,03249
20190730:1810;0;0;0;0;0;0;0
20190730:1910;0;0;0;0;0;0;0
20190730:2010;0;0;0;0;0;0;0
20190730:2110;0;0;0;0;0;0;0
20190730:2210;0;0;0;0;0;0;0
20190730:2310;0;0;0;0;0;0;0
20190731:0010;0;0;0;0;0;0;0
20190731:0110;0;0;0;0;0;0;0
20190731:0210;0;0;0;0;0;0;0
20190731:0310;0;0;0;0;0;0;0
20190731:0410;980;7,82;2,65;0;0;0;0,00098
20190731:0510;49300;84,34;13,24;0;0;0;0,0493
20190731:0610;215000;273,66;24,25;0;0;0;0,215
20190731:0710;417510;491,84;35,35;0;0;0;0,41751
20190731:0810;585460;694,54;46,18;0;0;0;0,58546
20190731:0910;707660;858,48;56,05;0;0;0;0,70766
20190731:1010;776090;957,39;63,57;0;0;0;0,77609
20190731:1110;799930;992,88;66,16;0;0;0;0,79993
20190731:1210;770220;948,36;62,37;0;0;0;0,77022
20190731:1310;691770;836,06;54,21;0;0;0;0,69177
20190731:1410;562720;665,66;44,06;0;0;0;0,56272
20190731:1510;380520;450,5;33,14;0;0;0;0,38052
20190731:1610;176350;236,35;22,03;0;0;0;0,17635
20190731:1710;29900;51,32;11,09;0;0;0;0,0299
20190731:1810;0;0;0;0;0;0;0
20190731:1910;0;0;0;0;0;0;0
20190731:2010;0;0;0;0;0;0;0
20190731:2110;0;0;0;0;0;0;0
20190731:2210;0;0;0;0;0;0;0
20190731:2310;0;0;0;0;0;0;0
20190801:0010;0;0;0;0;0;0;0
20190801:0110;0;0;0;0;0;0;0
20190801:0210;0;0;0;0;0;0;0
20190801:0310;0;0;0;0;0;0;0
20190801:0410;980;7,82;2,49;0;0;0;0,00098
20190801:0510;47730;83,72;13,09;0;0;0;0,04773
20190801:0610;219670;280,6;24,1;0;0;0;0,21967
20190801:0710;428620;505,35;35,21;0;0;0;0,42862
20190801:0810;598320;711,22;46,02;0;0;0;0,59832
20190801:0910;718690;874;55,87;0;0;0;0,71869
